Case_ID,Activity,Start_Time,End_Time
1231,In Progress,2025-08-26T09:17:13.178,2025-08-26T09:17:23.480
1231,In Progress,2025-08-26T09:17:23.480,2025-08-26T09:17:26.849
1231,In Progress,2025-08-26T09:17:26.894,2025-08-26T09:17:29.735
1231,In Progress,2025-08-26T09:17:29.793,2025-08-26T09:17:42.958
1231,In Progress,2025-08-26T09:17:43.018,2025-08-26T09:18:05.429
1231,In Progress,2025-08-26T09:18:05.429,2025-08-26T09:18:16.885
1231,In Progress,2025-08-26T09:18:16.885,2025-08-26T09:18:22.688
1231,In Progress,2025-08-26T09:18:22.688,2025-08-26T09:18:31.330
1231,In Progress,2025-08-26T09:18:31.330,2025-08-26T09:18:38.137
1231,In Progress,2025-08-26T09:18:38.137,2025-08-26T09:18:43.040
1231,In Progress,2025-08-26T09:18:43.040,2025-08-26T09:18:46.159
1231,In Progress,2025-08-26T09:18:46.159,2025-08-26T09:18:50.438
1231,In Progress,2025-08-26T09:18:50.438,2025-08-26T09:18:52.649
1231,In Progress,2025-08-26T09:18:52.649,2025-08-26T09:18:53.990
1231,In Progress,2025-08-26T09:18:53.990,2025-08-26T09:18:59.318
1231,In Progress,2025-08-26T09:18:59.355,2025-08-26T09:19:05.055
1231,In Progress,2025-08-26T09:19:05.055,2025-08-26T09:19:10.064
1231,In Progress,2025-08-26T09:19:10.064,2025-08-26T09:19:14.521
1231,Waiting for Customer,2025-08-26T09:19:51.480,2025-08-26T09:19:57.125
1231,Response Received,2025-08-26T09:19:57.125,2025-08-26T09:20:02.202
1231,Response Received,2025-08-26T09:20:02.202,2025-08-26T09:20:02.510
1231,Response Received,2025-08-26T09:20:30.661,2025-08-26T09:20:36.348
1231,Response Received,2025-08-26T09:20:36.348,2025-08-26T09:20:41.386
1231,Closed,2025-08-26T09:20:41.386,2025-08-26T09:20:42.526
1304,,2025-08-28T12:38:58.478,2025-08-28T12:38:59.165
1304,,2025-08-28T12:38:59.165,2025-08-28T12:39:01.910
1304,,2025-08-28T12:39:15.293,2025-08-28T12:39:15.891
1304,,2025-08-28T12:40:27.911,2025-08-28T12:40:28.553
1304,,2025-08-28T12:40:28.553,2025-08-28T12:40:31.754
1304,New,2025-08-28T12:40:31.796,2025-08-28T12:40:32.401
1304,In Progress,2025-08-28T12:40:32.401,2025-08-28T12:40:37.402
1304,,2025-08-28T12:40:37.402,2025-08-28T12:40:40.671
1304,In Progress,2025-08-28T12:40:47.385,2025-08-28T12:40:47.990
1304,,2025-08-28T12:40:47.990,2025-08-28T12:40:50.497
1304,,2025-08-28T12:41:08.114,2025-08-28T12:41:14.634
1304,,2025-08-28T12:41:14.725,2025-08-28T12:41:15.532
1304,,2025-08-28T12:41:15.532,2025-08-28T12:41:16.598
1304,,2025-08-28T12:41:16.598,2025-08-28T12:41:24.241
1304,,2025-08-28T12:41:24.241,2025-08-28T12:41:25.337
1304,,2025-08-28T12:41:25.337,2025-08-28T12:41:26.431
1304,,2025-08-28T12:41:26.431,2025-08-28T12:41:27.461
1304,,2025-08-28T12:41:27.461,2025-08-28T12:41:30.407
1304,,2025-08-28T12:41:30.407,2025-08-28T12:41:31.501
1304,,2025-08-28T12:41:31.501,2025-08-28T12:41:33.374
1304,,2025-08-28T12:41:33.374,2025-08-28T12:41:34.462
1304,,2025-08-28T12:41:34.462,2025-08-28T12:41:35.662
1304,,2025-08-28T12:41:35.662,2025-08-28T12:41:37.124
1304,,2025-08-28T12:41:37.124,2025-08-28T12:41:38.219
1304,,2025-08-28T12:41:38.219,2025-08-28T12:41:38.936
1304,,2025-08-28T12:41:38.936,2025-08-28T12:41:41.092
1304,,2025-08-28T12:41:41.092,2025-08-28T12:41:41.773
1304,,2025-08-28T12:41:41.773,2025-08-28T12:41:42.557
1304,,2025-08-28T12:41:42.557,2025-08-28T12:41:44.384
1304,,2025-08-28T12:41:46.539,2025-08-28T12:41:47.348
1304,In Progress,2025-08-28T12:41:47.348,2025-08-28T12:41:47.964
1304,,2025-08-28T12:41:47.964,2025-08-28T12:41:50.640
1304,In Progress,2025-08-28T12:41:50.681,2025-08-28T12:41:51.311
1304,Waiting for Customer,2025-08-28T12:41:51.311,2025-08-28T12:41:56.280
1304,In Progress,2025-08-28T12:41:56.280,2025-08-28T12:42:01.274
1304,In Progress,2025-08-28T12:42:01.274,2025-08-28T12:42:06.272
1304,,2025-08-28T12:42:06.272,2025-08-28T12:42:10.155
1304,,2025-08-28T12:42:10.177,2025-08-28T12:42:15.549
1304,,2025-08-28T12:42:17.787,2025-08-28T12:42:18.594
1304,In Progress,2025-08-28T12:42:37.615,2025-08-28T12:42:38.302
1304,,2025-08-28T12:42:38.302,2025-08-28T12:42:40.792
1304,,2025-08-28T12:42:40.828,2025-08-28T12:42:41.449
1304,,2025-08-28T12:42:41.449,2025-08-28T12:42:42.506
1304,,2025-08-28T12:42:42.506,2025-08-28T12:42:44.001
1304,,2025-08-28T12:42:44.001,2025-08-28T12:42:45.521
1304,,2025-08-28T12:42:45.521,2025-08-28T12:42:47.374
1304,,2025-08-28T12:42:47.374,2025-08-28T12:42:49.005
1304,,2025-08-28T12:42:49.005,2025-08-28T12:42:50.544
1304,,2025-08-28T12:42:50.544,2025-08-28T12:42:51.976
1304,,2025-08-28T12:42:51.976,2025-08-28T12:42:53.520
1304,,2025-08-28T12:42:53.520,2025-08-28T12:42:55.255
1304,,2025-08-28T12:42:55.255,2025-08-28T12:42:56.968
1304,,2025-08-28T12:42:56.968,2025-08-28T12:42:57.010
1304,,2025-08-28T12:42:58.338,2025-08-28T12:42:58.969
1304,,2025-08-28T12:43:04.965,2025-08-28T12:43:05.820
1304,,2025-08-28T12:43:05.820,2025-08-28T12:43:06.877
1304,,2025-08-28T12:43:06.877,2025-08-28T12:43:14.523
1304,,2025-08-28T12:43:14.523,2025-08-28T12:43:15.614
1304,,2025-08-28T12:43:15.614,2025-08-28T12:43:16.721
1304,,2025-08-28T12:43:16.721,2025-08-28T12:43:17.750
1304,,2025-08-28T12:43:17.750,2025-08-28T12:43:20.734
1304,,2025-08-28T12:43:20.734,2025-08-28T12:43:21.838
1304,,2025-08-28T12:43:21.838,2025-08-28T12:43:23.722
1304,,2025-08-28T12:43:23.722,2025-08-28T12:43:24.822
1304,,2025-08-28T12:43:24.822,2025-08-28T12:43:26.022
1304,,2025-08-28T12:43:26.022,2025-08-28T12:43:27.484
1304,,2025-08-28T12:43:27.484,2025-08-28T12:43:28.576
1304,,2025-08-28T12:43:28.576,2025-08-28T12:43:29.295
1304,,2025-08-28T12:43:29.295,2025-08-28T12:43:31.462
1304,,2025-08-28T12:43:31.462,2025-08-28T12:43:32.133
1304,,2025-08-28T12:43:32.133,2025-08-28T12:43:32.912
1304,,2025-08-28T12:43:36.928,2025-08-28T12:43:37.733
1304,Waiting for Customer,2025-08-28T12:49:37.999,2025-08-28T12:49:38.597
1304,,2025-08-28T12:49:38.597,2025-08-28T12:49:42.174
1304,,2025-08-28T12:49:42.203,2025-08-28T12:49:42.789
1304,,2025-08-28T12:49:42.789,2025-08-28T12:49:47.793
1304,,2025-08-28T12:49:47.793,2025-08-28T12:49:52.791
1304,,2025-08-28T12:49:52.791,2025-08-28T12:49:57.654
1304,Response Received,2025-08-28T12:50:28.141,2025-08-28T12:50:28.732
1304,,2025-08-28T12:50:28.732,2025-08-28T12:50:32.051
1304,,2025-08-28T12:50:32.082,2025-08-28T12:50:32.676
1304,Closed,2025-08-28T12:50:32.676,2025-08-28T12:50:37.667
1304,Closed,2025-08-28T12:50:37.667,2025-08-28T12:50:42.651
1304,Closed,2025-08-28T12:50:42.651,2025-08-28T12:50:47.682
1304,Closed,2025-08-28T12:50:47.707,2025-08-28T12:50:50.510
1304,Closed,2025-08-28T12:50:52.212,2025-08-28T12:50:53.035
1305,New,2025-08-28T12:42:18.594,2025-08-28T12:42:19.214
1305,,2025-08-28T12:42:19.214,2025-08-28T12:42:21.956
1305,New,2025-08-28T12:42:21.996,2025-08-28T12:42:22.617
1305,In Progress,2025-08-28T12:42:22.617,2025-08-28T12:42:27.600
1305,In Progress,2025-08-28T12:42:27.600,2025-08-28T12:42:32.598
1305,In Progress,2025-08-28T12:42:32.598,2025-08-28T12:42:37.615
1305,In Progress,2025-08-28T12:42:58.969,2025-08-28T12:43:04.939
1305,,2025-08-28T12:43:32.912,2025-08-28T12:43:34.753
1305,In Progress,2025-08-28T12:43:37.733,2025-08-28T12:43:38.372
1305,,2025-08-28T12:43:38.372,2025-08-28T12:43:39.953
1305,In Progress,2025-08-28T12:43:55.025,2025-08-28T12:43:55.624
1305,In Progress,2025-08-28T12:43:55.624,2025-08-28T12:44:00.646
1305,,2025-08-28T12:44:00.646,2025-08-28T12:44:00.655
1305,,2025-08-28T12:44:00.585,2025-08-28T12:44:05.966
1305,,2025-08-28T12:44:08.174,2025-08-28T12:44:08.999
1305,In Progress,2025-08-28T12:44:27.932,2025-08-28T12:44:28.619
1305,,2025-08-28T12:44:28.619,2025-08-28T12:44:31.078
1305,In Progress,2025-08-28T12:44:31.108,2025-08-28T12:44:31.726
1305,In Progress,2025-08-28T12:44:31.726,2025-08-28T12:44:32.826
1305,In Progress,2025-08-28T12:44:32.826,2025-08-28T12:44:34.288
1305,In Progress,2025-08-28T12:44:34.288,2025-08-28T12:44:35.801
1305,In Progress,2025-08-28T12:44:35.801,2025-08-28T12:44:37.598
1305,In Progress,2025-08-28T12:44:37.598,2025-08-28T12:44:39.258
1305,In Progress,2025-08-28T12:44:39.258,2025-08-28T12:44:40.800
1305,In Progress,2025-08-28T12:44:40.800,2025-08-28T12:44:42.284
1305,In Progress,2025-08-28T12:44:42.284,2025-08-28T12:44:43.762
1305,In Progress,2025-08-28T12:44:43.762,2025-08-28T12:44:45.447
1305,In Progress,2025-08-28T12:44:45.447,2025-08-28T12:44:47.140
1305,In Progress,2025-08-28T12:44:47.140,2025-08-28T12:44:47.200
1305,In Progress,2025-08-28T12:44:48.550,2025-08-28T12:44:49.186
1305,,2025-08-28T12:44:49.186,2025-08-28T12:44:54.981
1305,,2025-08-28T12:44:55.002,2025-08-28T12:44:55.858
1305,,2025-08-28T12:44:55.858,2025-08-28T12:44:56.942
1305,,2025-08-28T12:44:56.942,2025-08-28T12:45:04.516
1305,,2025-08-28T12:45:04.516,2025-08-28T12:45:05.604
1305,,2025-08-28T12:45:05.604,2025-08-28T12:45:06.745
1305,,2025-08-28T12:45:06.745,2025-08-28T12:45:07.792
1305,,2025-08-28T12:45:07.792,2025-08-28T12:45:10.749
1305,,2025-08-28T12:45:10.749,2025-08-28T12:45:11.844
1305,,2025-08-28T12:45:11.844,2025-08-28T12:45:13.705
1305,,2025-08-28T12:45:13.705,2025-08-28T12:45:14.788
1305,,2025-08-28T12:45:14.788,2025-08-28T12:45:15.975
1305,,2025-08-28T12:45:15.975,2025-08-28T12:45:17.436
1305,,2025-08-28T12:45:17.436,2025-08-28T12:45:18.523
1305,,2025-08-28T12:45:18.523,2025-08-28T12:45:19.236
1305,,2025-08-28T12:45:19.236,2025-08-28T12:45:21.385
1305,,2025-08-28T12:45:21.385,2025-08-28T12:45:22.053
1305,,2025-08-28T12:45:22.053,2025-08-28T12:45:22.834
1305,,2025-08-28T12:45:22.834,2025-08-28T12:45:24.672
1305,,2025-08-28T12:45:26.886,2025-08-28T12:45:27.674
1305,In Progress,2025-08-28T12:45:37.764,2025-08-28T12:45:38.525
1305,In Progress,2025-08-28T12:45:38.525,2025-08-28T12:45:43.512
1305,In Progress,2025-08-28T12:45:43.512,2025-08-28T12:45:48.515
1305,,2025-08-28T12:45:48.515,2025-08-28T12:45:50.382
1305,,2025-08-28T12:45:50.412,2025-08-28T12:45:55.740
1305,,2025-08-28T12:45:58.015,2025-08-28T12:45:58.821
1305,In Progress,2025-08-28T12:46:17.850,2025-08-28T12:46:18.521
1305,,2025-08-28T12:46:18.521,2025-08-28T12:46:20.988
1305,,2025-08-28T12:46:21.016,2025-08-28T12:46:21.624
1305,,2025-08-28T12:46:21.624,2025-08-28T12:46:22.629
1305,,2025-08-28T12:46:22.629,2025-08-28T12:46:24.234
1305,,2025-08-28T12:46:24.234,2025-08-28T12:46:25.746
1305,,2025-08-28T12:46:25.746,2025-08-28T12:46:27.620
1305,,2025-08-28T12:46:27.620,2025-08-28T12:46:29.244
1305,,2025-08-28T12:46:29.244,2025-08-28T12:46:30.778
1305,,2025-08-28T12:46:30.778,2025-08-28T12:46:32.237
1305,,2025-08-28T12:46:32.237,2025-08-28T12:46:33.712
1305,,2025-08-28T12:46:33.712,2025-08-28T12:46:35.441
1305,,2025-08-28T12:46:35.441,2025-08-28T12:46:37.156
1305,,2025-08-28T12:46:37.156,2025-08-28T12:46:37.193
1305,,2025-08-28T12:46:38.505,2025-08-28T12:46:39.087
1305,,2025-08-28T12:46:39.087,2025-08-28T12:46:45.064
1305,,2025-08-28T12:46:45.081,2025-08-28T12:46:45.962
1305,,2025-08-28T12:46:45.962,2025-08-28T12:46:47.048
1305,,2025-08-28T12:46:47.048,2025-08-28T12:46:54.679
1305,,2025-08-28T12:46:54.679,2025-08-28T12:46:55.775
1305,,2025-08-28T12:46:55.775,2025-08-28T12:46:56.893
1305,,2025-08-28T12:46:56.893,2025-08-28T12:46:57.929
1305,,2025-08-28T12:46:57.929,2025-08-28T12:47:00.890
1305,,2025-08-28T12:47:00.890,2025-08-28T12:47:02.001
1305,,2025-08-28T12:47:02.001,2025-08-28T12:47:03.875
1305,,2025-08-28T12:47:03.875,2025-08-28T12:47:04.985
1305,,2025-08-28T12:47:04.985,2025-08-28T12:47:06.191
1305,,2025-08-28T12:47:06.191,2025-08-28T12:47:07.669
1305,,2025-08-28T12:47:07.669,2025-08-28T12:47:08.784
1305,,2025-08-28T12:47:08.784,2025-08-28T12:47:09.516
1305,,2025-08-28T12:47:09.516,2025-08-28T12:47:11.690
1305,,2025-08-28T12:47:11.690,2025-08-28T12:47:12.348
1305,,2025-08-28T12:47:12.348,2025-08-28T12:47:13.139
1305,,2025-08-28T12:47:13.139,2025-08-28T12:47:14.920
1305,,2025-08-28T12:47:16.578,2025-08-28T12:47:17.216
1305,In Progress,2025-08-28T12:47:27.888,2025-08-28T12:47:28.550
1305,In Progress,2025-08-28T12:47:28.550,2025-08-28T12:47:33.563
1305,In Progress,2025-08-28T12:47:33.563,2025-08-28T12:47:38.561
1305,,2025-08-28T12:47:38.561,2025-08-28T12:47:40.672
1305,,2025-08-28T12:47:40.690,2025-08-28T12:47:46.034
1305,,2025-08-28T12:47:47.975,2025-08-28T12:47:48.752
1305,In Progress,2025-08-28T12:48:08.052,2025-08-28T12:48:08.668
1305,,2025-08-28T12:48:08.668,2025-08-28T12:48:11.089
1305,,2025-08-28T12:48:11.110,2025-08-28T12:48:11.695
1305,,2025-08-28T12:48:11.695,2025-08-28T12:48:12.674
1305,,2025-08-28T12:48:12.674,2025-08-28T12:48:14.214
1305,,2025-08-28T12:48:14.214,2025-08-28T12:48:15.732
1305,,2025-08-28T12:48:15.732,2025-08-28T12:48:17.564
1305,,2025-08-28T12:48:17.564,2025-08-28T12:48:19.218
1305,,2025-08-28T12:48:19.218,2025-08-28T12:48:20.754
1305,,2025-08-28T12:48:20.754,2025-08-28T12:48:22.226
1305,,2025-08-28T12:48:22.226,2025-08-28T12:48:23.710
1305,,2025-08-28T12:48:23.710,2025-08-28T12:48:25.395
1305,,2025-08-28T12:48:25.395,2025-08-28T12:48:27.099
1305,,2025-08-28T12:48:27.099,2025-08-28T12:48:27.151
1305,,2025-08-28T12:48:28.465,2025-08-28T12:48:29.060
1305,In Progress,2025-08-28T12:48:29.060,2025-08-28T12:48:34.983
1305,,2025-08-28T12:48:35.000,2025-08-28T12:48:35.880
1305,,2025-08-28T12:48:35.880,2025-08-28T12:48:36.949
1305,,2025-08-28T12:48:36.949,2025-08-28T12:48:44.638
1305,,2025-08-28T12:48:44.638,2025-08-28T12:48:45.739
1305,,2025-08-28T12:48:45.739,2025-08-28T12:48:46.838
1305,,2025-08-28T12:48:46.838,2025-08-28T12:48:47.872
1305,,2025-08-28T12:48:47.872,2025-08-28T12:48:50.815
1305,,2025-08-28T12:48:50.815,2025-08-28T12:48:51.911
1305,,2025-08-28T12:48:51.911,2025-08-28T12:48:53.813
1305,,2025-08-28T12:48:53.813,2025-08-28T12:48:54.921
1305,,2025-08-28T12:48:54.921,2025-08-28T12:48:56.108
1305,,2025-08-28T12:48:56.108,2025-08-28T12:48:57.579
1305,,2025-08-28T12:48:57.579,2025-08-28T12:48:58.686
1305,,2025-08-28T12:48:58.686,2025-08-28T12:48:59.420
1305,,2025-08-28T12:48:59.420,2025-08-28T12:49:01.626
1305,,2025-08-28T12:49:01.626,2025-08-28T12:49:02.279
1305,,2025-08-28T12:49:02.279,2025-08-28T12:49:03.079
1305,,2025-08-28T12:49:03.079,2025-08-28T12:49:04.877
1305,,2025-08-28T12:49:06.532,2025-08-28T12:49:07.156
1305,In Progress,2025-08-28T12:49:17.903,2025-08-28T12:49:18.559
1305,In Progress,2025-08-28T12:49:18.559,2025-08-28T12:49:23.560
1305,In Progress,2025-08-28T12:49:23.560,2025-08-28T12:49:28.570
1305,,2025-08-28T12:49:28.570,2025-08-28T12:49:30.521
1305,,2025-08-28T12:49:30.540,2025-08-28T12:49:35.847
1305,,2025-08-28T12:49:37.473,2025-08-28T12:49:37.999
1305,In Progress,2025-08-28T12:49:57.800,2025-08-28T12:49:58.407
1305,,2025-08-28T12:49:58.407,2025-08-28T12:50:00.277
1305,,2025-08-28T12:50:00.306,2025-08-28T12:50:01.662
1305,,2025-08-28T12:50:01.662,2025-08-28T12:50:07.650
1305,,2025-08-28T12:50:07.669,2025-08-28T12:50:25.778
1305,,2025-08-28T12:50:27.356,2025-08-28T12:50:28.141
1305,,2025-08-28T12:50:53.035,2025-08-28T12:50:53.649
1305,,2025-08-28T12:50:53.649,2025-08-28T12:50:56.858
1305,,2025-08-28T12:50:56.888,2025-08-28T12:50:57.485
1305,,2025-08-28T12:50:57.485,2025-08-28T12:51:02.481
1305,,2025-08-28T12:51:02.481,2025-08-28T12:51:07.474
1305,,2025-08-28T12:51:07.474,2025-08-28T12:51:12.505
1305,,2025-08-28T12:51:12.505,2025-08-28T12:51:14.925
1305,,2025-08-28T12:51:14.952,2025-08-28T12:51:16.372
1305,,2025-08-28T12:51:16.372,2025-08-28T12:51:22.328
1305,,2025-08-28T12:51:22.347,2025-08-28T12:51:40.489
1305,,2025-08-28T12:51:42.210,2025-08-28T12:51:42.750
1305,Response Received,2025-08-28T12:51:42.750,2025-08-28T12:51:43.344
1305,,2025-08-28T12:51:43.344,2025-08-28T12:51:46.837
1305,,2025-08-28T12:51:46.867,2025-08-28T12:51:47.467
1305,Closed,2025-08-28T12:51:47.467,2025-08-28T12:51:52.462
1305,Closed,2025-08-28T12:51:52.462,2025-08-28T12:51:57.458
1305,Closed,2025-08-28T12:51:57.458,2025-08-28T12:52:02.453
1305,Closed,2025-08-28T12:52:02.527,2025-08-28T12:52:05.256
1305,Closed,2025-08-28T12:52:06.876,2025-08-28T12:52:07.478
1305,In Progress,2025-08-28T12:52:27.233,2025-08-28T12:52:27.845
1305,,2025-08-28T12:52:27.845,2025-08-28T12:52:29.692
1305,,2025-08-28T12:52:29.724,2025-08-28T12:52:31.127
1305,In Progress,2025-08-28T12:52:31.127,2025-08-28T12:52:37.083
1305,,2025-08-28T12:52:37.102,2025-08-28T12:52:55.237
1305,,2025-08-28T12:52:56.794,2025-08-28T12:52:57.402
1305,In Progress,2025-08-28T12:53:42.050,2025-08-28T12:53:42.655
1305,,2025-08-28T12:53:42.655,2025-08-28T12:53:44.583
1305,In Progress,2025-08-28T12:53:44.614,2025-08-28T12:53:45.998
1305,,2025-08-28T12:53:45.998,2025-08-28T12:53:51.971
1305,,2025-08-28T12:53:51.990,2025-08-28T12:54:10.248
