Case_ID,agent_profile_id,Resource,machine_name,duration_seconds,Process Name,Window Title,URL,Window,Activity,Step,Window Element,mouse_click_count,keypress_count,copy_count,paste_count,Start Time,EndTime,team
1212,a64c0b22-6a12-4af5-a65c-bb1f9f08996b,user88@apromore.com,LAPTOP1,0.206133223,msedge,Recently Viewed | Cases | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000E5HehIAF/view,Salesforce,Status Response Received,Salesforce | Recently Viewed,Salesforce | Recently Viewed,0,0,0,0,2025-06-11T12:24:09.831000,2025-06-11T12:24:10.035000,Sales - Field
1089,6263b893-c748-49f3-97c8-4f93faa97c63,user100@apromore.com,LAPTOP2,0,chrome,Recent | Reports | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Report/home?queryScope=mru,Salesforce,Status On Hold,Salesforce | Reports,Dashboards,0,0,0,0,2025-06-11T19:10:11.355000,2025-06-11T19:10:11.355000,Sales - APAC
1256,4ea03f06-17ba-4752-ad8d-1dd77f9d30e2,user24@apromore.com,LAPTOP1,10.46320392,msedge,00001176 | Case | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000E5HehIAF/view,Salesforce,Status On Hold,Salesforce | Case,Salesforce | Case,6,0,0,0,2025-06-11T12:23:01.100000,2025-06-11T12:23:11.151000,Sales - APAC
1092,ed2a3f9c-9c33-4f29-89ba-67489a256151,user3@apromore.com,LAPTOP2,0,chrome,00001038 | Case | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/5005i00000KvaibAAB/view,Salesforce,Status Escalated,Salesforce | Case,Reports,0,0,0,0,2025-06-11T19:10:08.511000,2025-06-11T19:10:08.511000,Sales - SMB
1188,f0c82cb6-ac31-4e20-b203-22e2a51ef65e,user22@apromore.com,LAPTOP3,15.1914883,chrome,Home | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/page/home,Salesforce,Created.,Salesforce | Home,Salesforce | Home,4,0,0,0,2025-06-11T19:05:11.872000,2025-06-11T19:05:27.937000,Sales - Enterprise
1292,4ae0ae47-a32f-4b72-9597-e01a2af9141e,user53@apromore.com,LAPTOP3,0,chrome,Recent | Dashboards | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Dashboard/home?queryScope=mru,Salesforce,Status Waiting for Customer,Salesforce | Dashboards,Reports,0,0,0,0,2025-06-11T19:11:09.068000,2025-06-11T19:11:09.068000,Sales - APAC
1091,fe120edb-ba85-4c60-a8e5-2323ee5c15ce,user2@apromore.com,LAPTOP2,0.977162676,chrome,Recent | Dashboards | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Dashboard/home?queryScope=mru,Salesforce,Status Waiting for Customer,Salesforce | Dashboards,Salesforce | Dashboards,1,0,0,0,2025-06-11T19:13:55.086000,2025-06-11T19:13:55.995000,Sales - Online
1163,a64c0b22-6a12-4af5-a65c-bb1f9f08996b,user88@apromore.com,LAPTOP3,8.425700426,chrome,Recently Viewed | Contacts | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Contact/list?filterName=__Recent,Salesforce,Status Response Received,Salesforce | Contacts | Recently Viewed,Salesforce | Contacts | Recently Viewed,1,0,0,0,2025-06-11T19:06:44.452000,2025-06-11T19:06:53.465000,Sales - SMB
1167,ff25e606-91e9-4bc0-b539-09dcb0818689,user30@apromore.com,LAPTOP2,0,chrome,00001161 | Case | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J3000003iPRkIAM/view,Salesforce,Status On Hold,Salesforce | Case,Contacts,0,0,0,0,2025-06-11T17:15:00.666000,2025-06-11T17:15:00.666000,Sales - AMER
1061,262339cb-9b7c-4038-9e5f-7852456cf37a,user38@apromore.com,LAPTOP1,0.732390719,msedge,Recently Viewed | Accounts | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/o/Account/list?filterName=__Recent,Salesforce,Status Waiting for Customer,Salesforce | Accounts | Recently Viewed,Salesforce | Accounts | Recently Viewed,0,0,0,0,2025-06-11T12:23:11.151000,2025-06-11T12:23:11.935000,Sales - Enterprise
1177,fe120edb-ba85-4c60-a8e5-2323ee5c15ce,user2@apromore.com,LAPTOP2,0,chrome,Recently Viewed | Contacts | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Contact/list?filterName=__Recent,Salesforce,Status Response Received,Salesforce | Contacts | Recently Viewed,Cases,0,0,0,0,2025-06-11T18:08:14.354000,2025-06-11T18:08:14.354000,Sales - Online
1062,59fa6fc7-141c-4bd9-8beb-525e7be9e118,user64@apromore.com,LAPTOP2,0,chrome,00001179 | Case | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000E5MwSIAV/view,Salesforce,Status Working,Salesforce | Case,Cases,0,0,0,0,2025-06-11T17:15:37.994000,2025-06-11T17:15:37.994000,Sales - Online
1168,0ce497e9-f18c-4666-affe-881363e844e4,user60@apromore.com,LAPTOP1,0.551759951,msedge,New Case | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000E5JdzIAF/view,Salesforce,Status Escalated,Salesforce | Case | New,Salesforce | Case | New,0,0,0,0,2025-06-11T12:19:59.410000,2025-06-11T12:20:00.020000,Sales - AMER
1228,a93008ac-13eb-4e2f-add0-ce829be939ee,user21@apromore.com,LAPTOP1,7.435167271,EXCEL,Book1 - Excel,,Microsoft Excel,Status In Progress,Microsoft Excel,Microsoft Excel,10,0,0,0,2025-06-11T12:32:06.113000,2025-06-11T12:32:12.903000,Sales - Enterprise
1095,6dca30bf-11f4-4e60-a9dc-4dc9bf134f7b,user33@apromore.com,LAPTOP2,0,chrome,Recently Viewed | Cases | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Case/list?filterName=__Recent,Salesforce,Created.,Salesforce | Cases | Recently Viewed,1166,0,0,0,0,2025-06-11T17:15:40.092000,2025-06-11T17:15:40.092000,Sales - SMB
1272,29f33185-a3a7-415c-a44f-b03be0aa27c9,user76@apromore.com,LAPTOP2,0,chrome,Recent | Reports | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Report/home?queryScope=mru,Salesforce,Status On Hold,Salesforce | Reports,Dashboards,0,0,0,0,2025-06-11T19:13:53.979000,2025-06-11T19:13:53.979000,Sales - EMEA
1080,21679609-c3fe-4b6a-9b4c-a870d1e1a5e6,user58@apromore.com,LAPTOP3,5.886661866,chrome,Recently Viewed | Contacts | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Contact/list?filterName=__Recent,Salesforce,Status On Hold,Salesforce | Contacts | Recently Viewed,Salesforce | Contacts | Recently Viewed,2,0,0,0,2025-06-11T19:06:29.887000,2025-06-11T19:06:35.776000,Sales - Enterprise
1213,f0c82cb6-ac31-4e20-b203-22e2a51ef65e,user22@apromore.com,LAPTOP2,0.558777694,chrome,Lightning Experience | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Dashboard/home?queryScope=mru,Salesforce,Status Waiting for Customer,Salesforce | Dashboards,Salesforce | Dashboards,0,0,0,0,2025-06-11T19:13:54.551000,2025-06-11T19:13:55.086000,Sales - AMER
1172,a93944e0-7b9a-4c31-b9da-d2418b4f964e,user89@apromore.com,LAPTOP2,0,EXCEL,Book2 - Excel,,Microsoft Excel,Status In Progress,Microsoft Excel,E2,0,0,0,0,2025-06-11T17:17:12.650000,2025-06-11T17:17:12.650000,Sales - Online
1232,cbde762d-f945-4099-84b2-87457855a719,user49@apromore.com,LAPTOP1,0.646872623,msedge,New Case | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000E5HehIAF/view,Salesforce,Status Escalated,Salesforce | Case | New,Salesforce | Case | New,0,0,0,0,2025-06-11T12:22:44.617000,2025-06-11T12:22:45.320000,Sales - SMB
1098,5ade9afa-1678-4f80-bc66-8e7197097233,user91@apromore.com,LAPTOP1,0.613624799,msedge,New Case | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000E5JdzIAF/view,Salesforce,Status Working,Salesforce | Case | New,Salesforce | Case | New,0,0,0,0,2025-06-11T12:19:59.410000,2025-06-11T12:20:00.020000,Marketing
1161,39ff24d7-d5cb-4776-a76e-57887bf52a37,user59@apromore.com,LAPTOP2,0,EXCEL,Book2 - Excel,,Microsoft Excel,Status Waiting for Customer,Microsoft Excel,C10,0,0,0,0,2025-06-11T18:07:42.556000,2025-06-11T18:07:42.556000,Sales - EMEA
1175,17d3d65e-455a-4ec5-9db5-59d2e0118dbe,user42@apromore.com,LAPTOP1,10.06336939,msedge,00001176 | Case | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000E5HehIAF/view,Salesforce,Status On Hold,Salesforce | Case,Salesforce | Case,5,0,0,0,2025-06-11T12:23:01.100000,2025-06-11T12:23:11.151000,Sales - EMEA
1122,7bdeac73-219d-41a9-af41-2952061a27b9,user92@apromore.com,LAPTOP1,13.62744899,msedge,00001175 | Case | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000E5JdzIAF/view,Salesforce,Status Response Received,Salesforce | Case,Salesforce | Case,5,0,0,0,2025-06-11T12:21:44.860000,2025-06-11T12:21:57.523000,Sales - APAC
1288,0ce497e9-f18c-4666-affe-881363e844e4,user60@apromore.com,LAPTOP1,0.214080876,msedge,Recently Viewed | Knowledge | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/o/Dashboard/home,Salesforce,Status In Progress,Salesforce | Dashboards | Recently Viewed,Salesforce | Dashboards | Recently Viewed,0,0,0,0,2025-06-11T12:21:07.416000,2025-06-11T12:21:07.622000,Sales - APAC
1188,5c036d8d-f313-439b-886c-9b1404c96683,user80@apromore.com,LAPTOP2,0,chrome,Recently Viewed | Cases | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Case/list?filterName=__Recent,Salesforce,Status Response Received,Salesforce | Cases | Recently Viewed,1179,0,0,0,0,2025-06-11T17:15:05.225000,2025-06-11T17:15:05.225000,Sales - Field
1147,b0bed196-ead8-4805-854a-bf5c745a794b,user15@apromore.com,LAPTOP3,0,chrome,Recently Viewed Contacts | Contacts | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Contact/list?filterName=RecentlyViewedContacts,Salesforce,Status Response Received,Salesforce | Contacts,Recently Viewed Contacts | Contacts | Salesforce,0,0,0,0,2025-06-11T19:06:42.842000,2025-06-11T19:06:42.842000,Sales - AMER
1167,eb66da84-3895-4d1a-9a0c-7bd5df3a735e,user62@apromore.com,LAPTOP1,0,EXCEL,Book1 - Excel,,Microsoft Excel,Status Waiting for Customer,Microsoft Excel,B5,0,0,0,0,2025-06-11T12:31:47.945000,2025-06-11T12:31:47.945000,Sales - Enterprise
1147,eb66da84-3895-4d1a-9a0c-7bd5df3a735e,user62@apromore.com,LAPTOP1,0,EXCEL,Book1 - Excel,,Microsoft Excel,Status Response Received,Microsoft Excel,B3,0,0,0,0,2025-06-11T12:31:47.576000,2025-06-11T12:31:47.576000,Sales - Enterprise
1189,0d35c009-4044-4820-bc6c-31ee1754bdee,user47@apromore.com,LAPTOP2,0,EXCEL,Book2 - Excel,,Microsoft Excel,Status Response Received,Microsoft Excel,G9,0,0,0,0,2025-06-11T18:07:41.567000,2025-06-11T18:07:41.567000,Sales - Field
1256,eb66da84-3895-4d1a-9a0c-7bd5df3a735e,user62@apromore.com,LAPTOP3,0.539958172,chrome,Lightning Experience | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000Nc7yoIAB/view,Salesforce,Status In Progress,Salesforce,Salesforce,0,0,0,0,2025-06-11T19:05:43.296000,2025-06-11T19:05:43.872000,Sales - Online
1278,1bc58877-c4a5-40e0-86e7-bdd7c361c4f6,user51@apromore.com,LAPTOP1,0,EXCEL,Book1 - Excel,,Microsoft Excel,Status In Progress,Microsoft Excel,B3,0,0,0,0,2025-06-11T12:31:47.576000,2025-06-11T12:31:47.576000,Sales - Online
1116,0a37bb64-569a-4e12-838f-04aef2437484,user55@apromore.com,LAPTOP1,12.78393749,msedge,00001178 | Case | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000E5HeiIAF/view,Salesforce,Status Response Received,Salesforce | Case,Salesforce | Case,5,0,0,0,2025-06-11T12:31:53.862000,2025-06-11T12:32:06.113000,Sales - Field
1241,59fa6fc7-141c-4bd9-8beb-525e7be9e118,user64@apromore.com,LAPTOP3,14.47854939,chrome,New Case | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Case/new?count=2&nooverride=1&useRecordTypeCheck=1&navigationLocation=LIST_VIEW&backgroundContext=%2Flightning%2Fpage%2Fhome,Salesforce,Status Escalated,Salesforce | New,Salesforce | New,3,0,0,0,2025-06-11T19:05:28.844000,2025-06-11T19:05:43.119000,Sales - Online
1283,ed2a3f9c-9c33-4f29-89ba-67489a256151,user3@apromore.com,LAPTOP1,0.138210413,msedge,Lightning Experience | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/o/Dashboard/home,Salesforce,Status On Hold,Salesforce | Dashboards,Salesforce | Dashboards,0,0,0,0,2025-06-11T12:21:07.622000,2025-06-11T12:21:07.748000,Sales - APAC
1063,1bc58877-c4a5-40e0-86e7-bdd7c361c4f6,user51@apromore.com,LAPTOP2,2.583360768,chrome,00001171 | Case | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000E4D0tIAF/view,Salesforce,Status Waiting for Customer,Salesforce | Case,Salesforce | Case,1,0,0,0,2025-06-11T19:13:15.067000,2025-06-11T19:13:17.526000,Sales - Enterprise
1228,a7078f15-1245-490b-a882-09772a597bcd,user7@apromore.com,LAPTOP1,0,EXCEL,Book1 - Excel,,Microsoft Excel,Status Response Received,Microsoft Excel,A3,0,0,0,0,2025-06-11T12:31:48.387000,2025-06-11T12:31:48.387000,Sales - Field
1072,a93008ac-13eb-4e2f-add0-ce829be939ee,user21@apromore.com,LAPTOP1,0.129083127,msedge,Lightning Experience | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/o/Dashboard/home,Salesforce,Status In Progress,Salesforce | Dashboards,Salesforce | Dashboards,0,0,0,0,2025-06-11T12:21:07.622000,2025-06-11T12:21:07.748000,Sales - Enterprise
1084,34123454-9611-44d8-a78e-e54e135ad249,user73@apromore.com,LAPTOP1,0.137144529,msedge,Recently Viewed | Accounts | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/o/Contact/home,Salesforce,Status Escalated,Salesforce | Contacts | Recently Viewed,Salesforce | Contacts | Recently Viewed,0,0,0,0,2025-06-11T12:23:12.913000,2025-06-11T12:23:13.062000,Sales - EMEA
1182,af341ad2-fc63-4e6f-be9c-020ed506097a,user39@apromore.com,LAPTOP1,0,EXCEL,Book1 - Excel,,Microsoft Excel,Status In Progress,Microsoft Excel,C4,0,0,0,0,2025-06-11T12:32:09.709000,2025-06-11T12:32:09.709000,Sales - APAC
1185,b0f8f5ba-3e66-4bc4-a492-e3e8f42020c6,user18@apromore.com,LAPTOP1,0,EXCEL,Book1 - Excel,,Microsoft Excel,Status Waiting for Customer,Microsoft Excel,A2,0,0,0,0,2025-06-11T12:31:47.182000,2025-06-11T12:31:47.182000,Sales - SMB
1210,e142b8d1-4ac1-48ab-9715-8ec3f9f6fa52,user4@apromore.com,LAPTOP3,0.918169644,chrome,Home | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Case/new?count=2&nooverride=1&useRecordTypeCheck=1&navigationLocation=LIST_VIEW&backgroundContext=%2Flightning%2Fpage%2Fhome,Salesforce,Created.,Salesforce,Salesforce,0,0,0,0,2025-06-11T19:05:27.937000,2025-06-11T19:05:28.844000,Sales - APAC
1227,a93944e0-7b9a-4c31-b9da-d2418b4f964e,user89@apromore.com,LAPTOP2,0,chrome,Recent | Dashboards | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Dashboard/home?queryScope=mru,Salesforce,Status Waiting for Customer,Salesforce | Dashboards,Knowledge,0,0,0,0,2025-06-11T19:13:55.754000,2025-06-11T19:13:55.754000,Sales - Field
1254,0ce497e9-f18c-4666-affe-881363e844e4,user60@apromore.com,LAPTOP2,0,chrome,Recent | Reports | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Report/home?queryScope=mru,Salesforce,Status Escalated,Salesforce | Reports,Dashboards,0,0,0,0,2025-06-11T19:12:28.653000,2025-06-11T19:12:28.653000,Sales - SMB
1256,07cedeab-929f-4b09-90a8-43f5bad421f4,user14@apromore.com,LAPTOP1,0,EXCEL,Book1 - Excel,,Microsoft Excel,Status Response Received,Microsoft Excel,C4,0,0,0,0,2025-06-11T12:32:09.709000,2025-06-11T12:32:09.709000,Finance
1074,855d17f9-cf72-45e9-82cf-36a47482b80e,user9@apromore.com,LAPTOP2,5.107237057,chrome,00001161 | Case | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J3000003iPRkIAM/view,Salesforce,Status In Progress,Salesforce | Case,Salesforce | Case,3,0,0,0,2025-06-11T17:14:56.217000,2025-06-11T17:15:00.921000,Sales - Field
1171,a26a7b50-6b93-4dd2-bce7-9655dca819d0,user90@apromore.com,LAPTOP2,0,chrome,Recently Viewed | Contacts | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Case/home,Salesforce,Status In Progress,Salesforce | Recently Viewed,Recently Viewed | Contacts | Salesforce,0,0,0,0,2025-06-11T19:13:12.036000,2025-06-11T19:13:12.036000,Sales - AMER
1140,4ae0ae47-a32f-4b72-9597-e01a2af9141e,user53@apromore.com,LAPTOP3,0,chrome,Recently Viewed | Contacts | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Contact/list?filterName=__Recent,Salesforce,Status On Hold,Salesforce | Contacts | Recently Viewed,Recently Viewed | Contacts | Salesforce,0,0,0,0,2025-06-11T19:06:33.862000,2025-06-11T19:06:33.862000,Sales - Enterprise
1079,fe120edb-ba85-4c60-a8e5-2323ee5c15ce,user2@apromore.com,LAPTOP3,5.357992829,chrome,Recently Viewed | Contacts | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Contact/list?filterName=__Recent,Salesforce,Status On Hold,Salesforce | Contacts | Recently Viewed,Salesforce | Contacts | Recently Viewed,2,0,0,0,2025-06-11T19:06:29.887000,2025-06-11T19:06:35.776000,Sales - EMEA
1225,b40c6450-8ccc-48a4-87d8-ef5a2198c43c,user84@apromore.com,LAPTOP2,0,chrome,Recently Viewed | Cases | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Case/list?filterName=__Recent,Salesforce,Created.,Salesforce | Cases | Recently Viewed,Reports,0,0,0,0,2025-06-11T19:12:27.144000,2025-06-11T19:12:27.144000,Sales - Enterprise
1285,7bdeac73-219d-41a9-af41-2952061a27b9,user92@apromore.com,LAPTOP2,0,chrome,Recently Viewed | Contacts | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Contact/list?filterName=__Recent,Salesforce,Status Waiting for Customer,Salesforce | Contacts | Recently Viewed,Recently Viewed | Contacts | Salesforce,0,0,0,0,2025-06-11T18:08:10.491000,2025-06-11T18:08:10.491000,Sales - Online
1214,0ce497e9-f18c-4666-affe-881363e844e4,user60@apromore.com,LAPTOP2,0.49466414,chrome,Lightning Experience | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Dashboard/home?queryScope=mru,Salesforce,Status Waiting for Customer,Salesforce | Dashboards,Salesforce | Dashboards,0,0,0,0,2025-06-11T19:13:54.551000,2025-06-11T19:13:55.086000,Sales - AMER
1275,f642052c-03cf-4abf-a641-837ef954b0ae,user71@apromore.com,LAPTOP3,0,chrome,Recent | Reports | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Report/home?queryScope=mru,Salesforce,Status Response Received,Salesforce | Reports,Cases,0,0,0,0,2025-06-11T19:12:25.409000,2025-06-11T19:12:25.409000,Sales - AMER
1063,106148de-7b09-497f-b258-908567bbe3d0,user44@apromore.com,LAPTOP2,0.528635404,chrome,Recently Viewed | Cases | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Case/home,Salesforce,Status On Hold,Salesforce | Recently Viewed,Salesforce | Recently Viewed,0,0,0,0,2025-06-11T19:13:22.472000,2025-06-11T19:13:22.974000,Sales - EMEA
1213,7abcb043-8f92-469e-9e3e-1689624e44bc,user8@apromore.com,LAPTOP2,1.744595516,chrome,Recently Viewed | Cases | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Case/list?filterName=__Recent,Salesforce,Status Waiting for Customer,Salesforce | Cases | Recently Viewed,Salesforce | Cases | Recently Viewed,1,0,0,0,2025-06-11T19:13:17.561000,2025-06-11T19:13:19.243000,Sales - AMER
1274,0d35c009-4044-4820-bc6c-31ee1754bdee,user47@apromore.com,LAPTOP2,5.990712863,chrome,00001179 | Case | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000E5MwSIAV/view,Salesforce,Created.,Salesforce | Case,Salesforce | Case,3,0,0,0,2025-06-11T17:15:32.687000,2025-06-11T17:15:38.225000,Sales - SMB
1153,81705214-8211-4ee3-9c9b-8ce420222a1d,user35@apromore.com,LAPTOP1,0,EXCEL,Book1 - Excel,,Microsoft Excel,Status In Progress,Microsoft Excel,B3,0,0,0,0,2025-06-11T12:31:47.576000,2025-06-11T12:31:47.576000,Sales - AMER
1243,2f25f817-cda1-4087-9942-76d9292c00bc,user78@apromore.com,LAPTOP3,0,chrome,Recently Viewed | Accounts | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Contact/list,Salesforce,Status Working,Salesforce | Contacts | Recently Viewed,Recently Viewed | Accounts | Salesforce,0,0,0,0,2025-06-11T19:10:43.736000,2025-06-11T19:10:43.736000,Sales - Enterprise
1256,1744d9f7-0f6f-49be-82b6-01397cdaf868,user81@apromore.com,LAPTOP2,0.580673495,chrome,Recently Viewed | Cases | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Report/home?queryScope=mru,Salesforce,Created.,Salesforce | Recently Viewed | Reports,Salesforce | Recently Viewed | Reports,0,0,0,0,2025-06-11T19:12:27.721000,2025-06-11T19:12:28.253000,Sales - Enterprise
